model,family,task,split,arch,k,acc,tokens,config
1.5B,mbpp,mbpp-0047,test,prog,4,1.0,479.0,prog_k4
1.5B,mbpp,mbpp-0047,test,oracle,4,1.0,479.0,oracle_k4
1.5B,mbpp,mbpp-0047,test,judge,4,1.0,697.0,judge_k4
1.5B,mbpp,mbpp-0047,test,prog,8,1.0,943.0,prog_k8
1.5B,mbpp,mbpp-0047,test,oracle,8,1.0,943.0,oracle_k8
1.5B,mbpp,mbpp-0047,test,judge,8,1.0,1238.0,judge_k8
1.5B,mbpp,mbpp-0047,test,seq,1,1.0,121.0,seq_r1
1.5B,mbpp,mbpp-0047,test,seq,2,1.0,322.0,seq_r2
1.5B,mbpp,mbpp-0047,test,seq,3,1.0,528.0,seq_r3
1.5B,mbpp,mbpp-0047,test,seq,4,1.0,708.0,seq_r4
1.5B,mbpp,mbpp-0047,test,long,2,1.0,155.0,long_m2
1.5B,mbpp,mbpp-0047,test,long,4,1.0,155.0,long_m4
1.5B,mbpp,mbpp-0047,test,debate,6,1.0,943.0,debate_a3r2
1.5B,mbpp,mbpp-0048,test,single,1,0.0,94.0,
1.5B,mbpp,mbpp-0048,test,prog,4,0.0,411.0,prog_k4
1.5B,mbpp,mbpp-0048,test,oracle,4,0.0,411.0,oracle_k4
1.5B,mbpp,mbpp-0048,test,judge,4,0.0,593.0,judge_k4
1.5B,mbpp,mbpp-0048,test,prog,8,0.0,860.0,prog_k8
1.5B,mbpp,mbpp-0048,test,oracle,8,0.0,860.0,oracle_k8
1.5B,mbpp,mbpp-0048,test,judge,8,0.0,1143.0,judge_k8
1.5B,mbpp,mbpp-0048,test,seq,1,0.0,94.0,seq_r1
1.5B,mbpp,mbpp-0048,test,seq,2,0.0,288.0,seq_r2
1.5B,mbpp,mbpp-0048,test,seq,3,0.0,544.0,seq_r3
1.5B,mbpp,mbpp-0048,test,seq,4,0.0,796.0,seq_r4
1.5B,mbpp,mbpp-0048,test,long,2,0.0,168.0,long_m2
1.5B,mbpp,mbpp-0048,test,long,4,0.0,168.0,long_m4
1.5B,mbpp,mbpp-0048,test,debate,6,0.0,784.0,debate_a3r2
1.5B,mbpp,mbpp-0049,test,single,1,0.0,125.0,
1.5B,mbpp,mbpp-0049,test,prog,4,0.0,472.5,prog_k4
1.5B,mbpp,mbpp-0049,test,oracle,4,0.0,472.5,oracle_k4
1.5B,mbpp,mbpp-0049,test,judge,4,0.0,795.5,judge_k4
1.5B,mbpp,mbpp-0049,test,prog,8,0.0,933.0,prog_k8
1.5B,mbpp,mbpp-0049,test,oracle,8,0.0,933.0,oracle_k8
1.5B,mbpp,mbpp-0049,test,judge,8,0.0,1474.0,judge_k8
1.5B,mbpp,mbpp-0049,test,seq,1,0.0,125.0,seq_r1
1.5B,mbpp,mbpp-0049,test,seq,2,0.0,417.0,seq_r2
1.5B,mbpp,mbpp-0049,test,seq,3,0.0,714.0,seq_r3
1.5B,mbpp,mbpp-0049,test,seq,4,0.0,941.0,seq_r4
1.5B,mbpp,mbpp-0049,test,long,2,0.0,144.0,long_m2
1.5B,mbpp,mbpp-0049,test,long,4,0.0,144.0,long_m4
1.5B,mbpp,mbpp-0049,test,debate,6,0.0,1015.0,debate_a3r2
1.5B,mbpp,mbpp-0050,test,single,1,0.0,80.0,
1.5B,mbpp,mbpp-0050,test,prog,4,0.0,356.0,prog_k4
1.5B,mbpp,mbpp-0050,test,oracle,4,0.0,356.0,oracle_k4
1.5B,mbpp,mbpp-0050,test,judge,4,0.0,527.5,judge_k4
1.5B,mbpp,mbpp-0050,test,prog,8,0.0,794.0,prog_k8
1.5B,mbpp,mbpp-0050,test,oracle,8,0.0,794.0,oracle_k8
1.5B,mbpp,mbpp-0050,test,judge,8,0.0,1114.0,judge_k8
1.5B,mbpp,mbpp-0050,test,seq,1,0.0,80.0,seq_r1
1.5B,mbpp,mbpp-0050,test,seq,2,0.0,261.0,seq_r2
1.5B,mbpp,mbpp-0050,test,seq,3,0.0,508.0,seq_r3
1.5B,mbpp,mbpp-0050,test,seq,4,0.0,755.0,seq_r4
1.5B,mbpp,mbpp-0050,test,long,2,0.0,222.0,long_m2
1.5B,mbpp,mbpp-0050,test,long,4,0.0,222.0,long_m4
1.5B,mbpp,mbpp-0050,test,debate,6,0.0,854.0,debate_a3r2
1.5B,mbpp,mbpp-0051,test,single,1,1.0,72.0,
1.5B,mbpp,mbpp-0051,test,prog,4,1.0,285.5,prog_k4
1.5B,mbpp,mbpp-0051,test,oracle,4,1.0,285.5,oracle_k4
1.5B,mbpp,mbpp-0051,test,judge,4,1.0,441.0,judge_k4
1.5B,mbpp,mbpp-0051,test,prog,8,1.0,568.0,prog_k8
1.5B,mbpp,mbpp-0051,test,oracle,8,1.0,568.0,oracle_k8
1.5B,mbpp,mbpp-0051,test,judge,8,1.0,790.0,judge_k8
1.5B,mbpp,mbpp-0051,test,seq,1,1.0,72.0,seq_r1
1.5B,mbpp,mbpp-0051,test,seq,2,1.0,205.0,seq_r2
1.5B,mbpp,mbpp-0051,test,seq,3,1.0,354.0,seq_r3
1.5B,mbpp,mbpp-0051,test,seq,4,0.0,526.0,seq_r4
1.5B,mbpp,mbpp-0051,test,long,2,1.0,114.0,long_m2
1.5B,mbpp,mbpp-0051,test,long,4,1.0,114.0,long_m4
1.5B,mbpp,mbpp-0051,test,debate,6,1.0,624.0,debate_a3r2
1.5B,mbpp,mbpp-0052,test,single,1,0.0,93.0,
1.5B,mbpp,mbpp-0052,test,prog,4,0.0,367.0,prog_k4
1.5B,mbpp,mbpp-0052,test,oracle,4,0.0,367.0,oracle_k4
1.5B,mbpp,mbpp-0052,test,judge,4,0.0,541.0,judge_k4
1.5B,mbpp,mbpp-0052,test,prog,8,1.0,740.0,prog_k8
1.5B,mbpp,mbpp-0052,test,oracle,8,1.0,740.0,oracle_k8
1.5B,mbpp,mbpp-0052,test,judge,8,0.0,986.0,judge_k8
1.5B,mbpp,mbpp-0052,test,seq,1,0.0,93.0,seq_r1
1.5B,mbpp,mbpp-0052,test,seq,2,0.0,236.0,seq_r2
1.5B,mbpp,mbpp-0052,test,seq,3,0.0,389.0,seq_r3
1.5B,mbpp,mbpp-0052,test,seq,4,0.0,600.0,seq_r4
1.5B,mbpp,mbpp-0052,test,long,2,0.0,145.0,long_m2
1.5B,mbpp,mbpp-0052,test,long,4,0.0,145.0,long_m4
1.5B,mbpp,mbpp-0052,test,debate,6,0.0,723.0,debate_a3r2
1.5B,mbpp,mbpp-0053,test,single,1,1.0,91.0,
1.5B,mbpp,mbpp-0053,test,prog,4,1.0,367.5,prog_k4
1.5B,mbpp,mbpp-0053,test,oracle,4,1.0,367.5,oracle_k4
1.5B,mbpp,mbpp-0053,test,judge,4,1.0,573.5,judge_k4
1.5B,mbpp,mbpp-0053,test,prog,8,1.0,729.0,prog_k8
1.5B,mbpp,mbpp-0053,test,oracle,8,1.0,729.0,oracle_k8
1.5B,mbpp,mbpp-0053,test,judge,8,1.0,1041.0,judge_k8
1.5B,mbpp,mbpp-0053,test,seq,1,1.0,91.0,seq_r1
1.5B,mbpp,mbpp-0053,test,seq,2,1.0,252.0,seq_r2
1.5B,mbpp,mbpp-0053,test,seq,3,1.0,431.0,seq_r3
1.5B,mbpp,mbpp-0053,test,seq,4,1.0,629.0,seq_r4
1.5B,mbpp,mbpp-0053,test,long,2,0.0,139.0,long_m2
1.5B,mbpp,mbpp-0053,test,long,4,0.0,139.0,long_m4
1.5B,mbpp,mbpp-0053,test,debate,6,1.0,763.0,debate_a3r2
1.5B,mbpp,mbpp-0054,test,single,1,1.0,86.0,
1.5B,mbpp,mbpp-0054,test,prog,4,1.0,337.0,prog_k4
1.5B,mbpp,mbpp-0054,test,oracle,4,1.0,337.0,oracle_k4
1.5B,mbpp,mbpp-0054,test,judge,4,1.0,529.0,judge_k4
1.5B,mbpp,mbpp-0054,test,prog,8,1.0,674.0,prog_k8
1.5B,mbpp,mbpp-0054,test,oracle,8,1.0,674.0,oracle_k8
1.5B,mbpp,mbpp-0054,test,judge,8,1.0,967.0,judge_k8
1.5B,mbpp,mbpp-0054,test,seq,1,1.0,86.0,seq_r1
1.5B,mbpp,mbpp-0054,test,seq,2,1.0,231.0,seq_r2
1.5B,mbpp,mbpp-0054,test,seq,3,1.0,381.0,seq_r3
1.5B,mbpp,mbpp-0054,test,seq,4,0.0,550.0,seq_r4
1.5B,mbpp,mbpp-0054,test,long,2,1.0,124.0,long_m2
1.5B,mbpp,mbpp-0054,test,long,4,1.0,124.0,long_m4
1.5B,mbpp,mbpp-0054,test,debate,6,1.0,765.0,debate_a3r2
1.5B,mbpp,mbpp-0055,test,single,1,0.0,96.0,
1.5B,mbpp,mbpp-0055,test,prog,4,0.0,374.5,prog_k4
1.5B,mbpp,mbpp-0055,test,oracle,4,0.0,374.5,oracle_k4
1.5B,mbpp,mbpp-0055,test,judge,4,0.0,582.5,judge_k4
1.5B,mbpp,mbpp-0055,test,prog,8,0.0,751.0,prog_k8
1.5B,mbpp,mbpp-0055,test,oracle,8,0.0,751.0,oracle_k8
1.5B,mbpp,mbpp-0055,test,judge,8,0.0,1073.0,judge_k8
1.5B,mbpp,mbpp-0055,test,seq,1,0.0,96.0,seq_r1
1.5B,mbpp,mbpp-0055,test,seq,2,0.0,316.0,seq_r2
1.5B,mbpp,mbpp-0055,test,seq,3,0.0,546.0,seq_r3
1.5B,mbpp,mbpp-0055,test,seq,4,0.0,710.0,seq_r4
1.5B,mbpp,mbpp-0055,test,long,2,0.0,197.0,long_m2
1.5B,mbpp,mbpp-0055,test,long,4,0.0,197.0,long_m4
1.5B,mbpp,mbpp-0055,test,debate,6,0.0,810.0,debate_a3r2
1.5B,mbpp,mbpp-0056,test,single,1,0.0,83.0,
1.5B,mbpp,mbpp-0056,test,prog,4,0.5,516.5,prog_k4
1.5B,mbpp,mbpp-0056,test,oracle,4,0.5,516.5,oracle_k4
1.5B,mbpp,mbpp-0056,test,judge,4,0.5,840.0,judge_k4
1.5B,mbpp,mbpp-0056,test,prog,8,1.0,1003.0,prog_k8
1.5B,mbpp,mbpp-0056,test,oracle,8,1.0,1003.0,oracle_k8
1.5B,mbpp,mbpp-0056,test,judge,8,0.0,1512.0,judge_k8
1.5B,mbpp,mbpp-0056,test,seq,1,0.0,83.0,seq_r1
1.5B,mbpp,mbpp-0056,test,seq,2,1.0,286.0,seq_r2
1.5B,mbpp,mbpp-0056,test,seq,3,1.0,633.0,seq_r3
1.5B,mbpp,mbpp-0056,test,seq,4,1.0,948.0,seq_r4
1.5B,mbpp,mbpp-0056,test,long,2,0.0,179.0,long_m2
1.5B,mbpp,mbpp-0056,test,long,4,0.0,179.0,long_m4
1.5B,mbpp,mbpp-0056,test,debate,6,0.0,1001.0,debate_a3r2
1.5B,mbpp,mbpp-0057,test,single,1,0.0,93.0,
1.5B,mbpp,mbpp-0057,test,prog,4,0.0,714.0,prog_k4
1.5B,mbpp,mbpp-0057,test,oracle,4,0.0,714.0,oracle_k4
1.5B,mbpp,mbpp-0057,test,judge,4,0.0,1273.0,judge_k4
1.5B,mbpp,mbpp-0057,test,prog,8,0.0,1086.0,prog_k8
1.5B,mbpp,mbpp-0057,test,oracle,8,0.0,1086.0,oracle_k8
1.5B,mbpp,mbpp-0057,test,judge,8,0.0,1769.0,judge_k8
1.5B,mbpp,mbpp-0057,test,seq,1,0.0,93.0,seq_r1
1.5B,mbpp,mbpp-0057,test,seq,2,0.0,436.0,seq_r2
1.5B,mbpp,mbpp-0057,test,seq,3,0.0,776.0,seq_r3
1.5B,mbpp,mbpp-0057,test,seq,4,0.0,971.0,seq_r4
1.5B,mbpp,mbpp-0057,test,long,2,0.0,208.0,long_m2
1.5B,mbpp,mbpp-0057,test,long,4,0.0,208.0,long_m4
1.5B,mbpp,mbpp-0057,test,debate,6,0.0,1963.0,debate_a3r2
1.5B,mbpp,mbpp-0058,test,single,1,0.0,114.0,
1.5B,mbpp,mbpp-0058,test,prog,4,1.0,472.0,prog_k4
1.5B,mbpp,mbpp-0058,test,oracle,4,1.0,472.0,oracle_k4
1.5B,mbpp,mbpp-0058,test,judge,4,0.5,702.5,judge_k4
1.5B,mbpp,mbpp-0058,test,prog,8,1.0,958.0,prog_k8
1.5B,mbpp,mbpp-0058,test,oracle,8,1.0,958.0,oracle_k8
1.5B,mbpp,mbpp-0058,test,judge,8,1.0,1313.0,judge_k8
1.5B,mbpp,mbpp-0058,test,seq,1,0.0,114.0,seq_r1
1.5B,mbpp,mbpp-0058,test,seq,2,0.0,281.0,seq_r2
1.5B,mbpp,mbpp-0058,test,seq,3,1.0,456.0,seq_r3
1.5B,mbpp,mbpp-0058,test,seq,4,1.0,650.0,seq_r4
1.5B,mbpp,mbpp-0058,test,long,2,1.0,175.0,long_m2
1.5B,mbpp,mbpp-0058,test,long,4,1.0,175.0,long_m4
1.5B,mbpp,mbpp-0058,test,debate,6,1.0,949.0,debate_a3r2
1.5B,mbpp,mbpp-0059,test,single,1,0.0,127.0,
1.5B,mbpp,mbpp-0059,test,prog,4,0.0,495.0,prog_k4
1.5B,mbpp,mbpp-0059,test,oracle,4,0.0,495.0,oracle_k4
1.5B,mbpp,mbpp-0059,test,judge,4,0.0,732.5,judge_k4
1.5B,mbpp,mbpp-0059,test,prog,8,0.0,995.0,prog_k8
1.5B,mbpp,mbpp-0059,test,oracle,8,0.0,995.0,oracle_k8
1.5B,mbpp,mbpp-0059,test,judge,8,0.0,1347.0,judge_k8
1.5B,mbpp,mbpp-0059,test,seq,1,0.0,127.0,seq_r1
1.5B,mbpp,mbpp-0059,test,seq,2,0.0,317.0,seq_r2
1.5B,mbpp,mbpp-0059,test,seq,3,0.0,549.0,seq_r3
1.5B,mbpp,mbpp-0059,test,seq,4,0.0,778.0,seq_r4
1.5B,mbpp,mbpp-0059,test,long,2,0.0,257.0,long_m2
1.5B,mbpp,mbpp-0059,test,long,4,0.0,257.0,long_m4
1.5B,mbpp,mbpp-0059,test,debate,6,0.0,1024.0,debate_a3r2
1.5B,mbpp,mbpp-0060,test,single,1,0.0,90.0,
1.5B,mbpp,mbpp-0060,test,prog,4,0.5,396.5,prog_k4
1.5B,mbpp,mbpp-0060,test,oracle,4,0.5,396.5,oracle_k4
1.5B,mbpp,mbpp-0060,test,judge,4,0.5,635.0,judge_k4
1.5B,mbpp,mbpp-0060,test,prog,8,1.0,806.0,prog_k8
1.5B,mbpp,mbpp-0060,test,oracle,8,1.0,806.0,oracle_k8
1.5B,mbpp,mbpp-0060,test,judge,8,1.0,1201.0,judge_k8
1.5B,mbpp,mbpp-0060,test,seq,1,0.0,90.0,seq_r1
1.5B,mbpp,mbpp-0060,test,seq,2,0.0,240.0,seq_r2
1.5B,mbpp,mbpp-0060,test,seq,3,1.0,466.0,seq_r3
1.5B,mbpp,mbpp-0060,test,seq,4,1.0,695.0,seq_r4
1.5B,mbpp,mbpp-0060,test,long,2,1.0,141.0,long_m2
1.5B,mbpp,mbpp-0060,test,long,4,1.0,141.0,long_m4
1.5B,mbpp,mbpp-0060,test,debate,6,0.0,844.0,debate_a3r2
1.5B,mbpp,mbpp-0061,test,single,1,0.0,261.0,
1.5B,mbpp,mbpp-0061,test,prog,4,0.0,857.0,prog_k4
1.5B,mbpp,mbpp-0061,test,oracle,4,0.0,857.0,oracle_k4
1.5B,mbpp,mbpp-0061,test,judge,4,0.0,1470.0,judge_k4
1.5B,mbpp,mbpp-0061,test,prog,8,0.0,1401.0,prog_k8
1.5B,mbpp,mbpp-0061,test,oracle,8,0.0,1401.0,oracle_k8
1.5B,mbpp,mbpp-0061,test,judge,8,0.0,2190.0,judge_k8
1.5B,mbpp,mbpp-0061,test,seq,1,0.0,261.0,seq_r1
1.5B,mbpp,mbpp-0061,test,seq,2,0.0,717.0,seq_r2
1.5B,mbpp,mbpp-0061,test,seq,3,0.0,1219.0,seq_r3
1.5B,mbpp,mbpp-0061,test,seq,4,0.0,1607.0,seq_r4
1.5B,mbpp,mbpp-0061,test,long,2,0.0,345.0,long_m2
1.5B,mbpp,mbpp-0061,test,long,4,0.0,345.0,long_m4
1.5B,mbpp,mbpp-0061,test,debate,6,0.0,2121.0,debate_a3r2
1.5B,mbpp,mbpp-0062,test,single,1,1.0,95.0,
1.5B,mbpp,mbpp-0062,test,prog,4,1.0,379.5,prog_k4
1.5B,mbpp,mbpp-0062,test,oracle,4,1.0,379.5,oracle_k4
1.5B,mbpp,mbpp-0062,test,judge,4,1.0,608.0,judge_k4
1.5B,mbpp,mbpp-0062,test,prog,8,1.0,759.0,prog_k8
1.5B,mbpp,mbpp-0062,test,oracle,8,1.0,759.0,oracle_k8
1.5B,mbpp,mbpp-0062,test,judge,8,1.0,1123.0,judge_k8
1.5B,mbpp,mbpp-0062,test,seq,1,1.0,95.0,seq_r1
1.5B,mbpp,mbpp-0062,test,seq,2,1.0,256.0,seq_r2
1.5B,mbpp,mbpp-0062,test,seq,3,0.0,439.0,seq_r3
1.5B,mbpp,mbpp-0062,test,seq,4,1.0,621.0,seq_r4
1.5B,mbpp,mbpp-0062,test,long,2,1.0,142.0,long_m2
1.5B,mbpp,mbpp-0062,test,long,4,1.0,142.0,long_m4
1.5B,mbpp,mbpp-0062,test,debate,6,1.0,861.0,debate_a3r2
1.5B,mbpp,mbpp-0063,test,single,1,1.0,163.0,
1.5B,mbpp,mbpp-0063,test,prog,4,1.0,659.5,prog_k4
1.5B,mbpp,mbpp-0063,test,oracle,4,1.0,659.5,oracle_k4
1.5B,mbpp,mbpp-0063,test,judge,4,1.0,935.5,judge_k4
1.5B,mbpp,mbpp-0063,test,prog,8,1.0,1329.0,prog_k8
1.5B,mbpp,mbpp-0063,test,oracle,8,1.0,1329.0,oracle_k8
1.5B,mbpp,mbpp-0063,test,judge,8,0.0,1723.0,judge_k8
1.5B,mbpp,mbpp-0063,test,seq,1,1.0,163.0,seq_r1
1.5B,mbpp,mbpp-0063,test,seq,2,1.0,433.0,seq_r2
1.5B,mbpp,mbpp-0063,test,seq,3,1.0,708.0,seq_r3
1.5B,mbpp,mbpp-0063,test,seq,4,1.0,931.0,seq_r4
1.5B,mbpp,mbpp-0063,test,long,2,1.0,195.0,long_m2
1.5B,mbpp,mbpp-0063,test,long,4,1.0,195.0,long_m4
1.5B,mbpp,mbpp-0063,test,debate,6,1.0,1235.0,debate_a3r2
1.5B,mbpp,mbpp-0064,test,single,1,0.0,204.0,
1.5B,mbpp,mbpp-0064,test,prog,4,0.0,681.0,prog_k4
1.5B,mbpp,mbpp-0064,test,oracle,4,0.0,681.0,oracle_k4
1.5B,mbpp,mbpp-0064,test,judge,4,0.0,1209.0,judge_k4
1.5B,mbpp,mbpp-0064,test,prog,8,0.0,1214.0,prog_k8
1.5B,mbpp,mbpp-0064,test,oracle,8,0.0,1214.0,oracle_k8
1.5B,mbpp,mbpp-0064,test,judge,8,0.0,2032.0,judge_k8
1.5B,mbpp,mbpp-0064,test,seq,1,0.0,204.0,seq_r1
1.5B,mbpp,mbpp-0064,test,seq,2,0.0,597.0,seq_r2
1.5B,mbpp,mbpp-0064,test,seq,3,0.0,995.0,seq_r3
1.5B,mbpp,mbpp-0064,test,seq,4,0.0,1397.0,seq_r4
1.5B,mbpp,mbpp-0064,test,long,2,0.0,320.0,long_m2
1.5B,mbpp,mbpp-0064,test,long,4,0.0,320.0,long_m4
1.5B,mbpp,mbpp-0064,test,debate,6,0.0,1731.0,debate_a3r2
1.5B,mbpp,mbpp-0065,test,single,1,0.0,99.0,
1.5B,mbpp,mbpp-0065,test,prog,4,0.5,398.0,prog_k4
1.5B,mbpp,mbpp-0065,test,oracle,4,0.5,398.0,oracle_k4
1.5B,mbpp,mbpp-0065,test,judge,4,0.5,626.0,judge_k4
1.5B,mbpp,mbpp-0065,test,prog,8,0.0,802.0,prog_k8
1.5B,mbpp,mbpp-0065,test,oracle,8,1.0,802.0,oracle_k8
1.5B,mbpp,mbpp-0065,test,judge,8,0.0,1166.0,judge_k8
1.5B,mbpp,mbpp-0065,test,seq,1,0.0,99.0,seq_r1
1.5B,mbpp,mbpp-0065,test,seq,2,0.0,261.0,seq_r2
1.5B,mbpp,mbpp-0065,test,seq,3,0.0,428.0,seq_r3
1.5B,mbpp,mbpp-0065,test,seq,4,0.0,602.0,seq_r4
1.5B,mbpp,mbpp-0065,test,long,2,1.0,163.0,long_m2
1.5B,mbpp,mbpp-0065,test,long,4,1.0,163.0,long_m4
1.5B,mbpp,mbpp-0065,test,debate,6,0.0,832.0,debate_a3r2
1.5B,mbpp,mbpp-0066,test,single,1,0.0,110.0,
1.5B,mbpp,mbpp-0066,test,prog,4,0.0,469.5,prog_k4
1.5B,mbpp,mbpp-0066,test,oracle,4,0.0,469.5,oracle_k4
1.5B,mbpp,mbpp-0066,test,judge,4,0.0,753.5,judge_k4
1.5B,mbpp,mbpp-0066,test,prog,8,0.0,910.0,prog_k8
1.5B,mbpp,mbpp-0066,test,oracle,8,0.0,910.0,oracle_k8
1.5B,mbpp,mbpp-0066,test,judge,8,0.0,1345.0,judge_k8
1.5B,mbpp,mbpp-0066,test,seq,1,0.0,110.0,seq_r1
1.5B,mbpp,mbpp-0066,test,seq,2,0.0,357.0,seq_r2
1.5B,mbpp,mbpp-0066,test,seq,3,0.0,689.0,seq_r3
1.5B,mbpp,mbpp-0066,test,seq,4,0.0,1034.0,seq_r4
1.5B,mbpp,mbpp-0066,test,long,2,0.0,166.0,long_m2
1.5B,mbpp,mbpp-0066,test,long,4,0.0,166.0,long_m4
1.5B,mbpp,mbpp-0066,test,debate,6,0.0,1054.0,debate_a3r2
1.5B,mbpp,mbpp-0067,test,single,1,0.0,122.0,
1.5B,mbpp,mbpp-0067,test,prog,4,1.0,464.5,prog_k4
1.5B,mbpp,mbpp-0067,test,oracle,4,1.0,464.5,oracle_k4
1.5B,mbpp,mbpp-0067,test,judge,4,0.5,677.5,judge_k4
1.5B,mbpp,mbpp-0067,test,prog,8,1.0,921.0,prog_k8
1.5B,mbpp,mbpp-0067,test,oracle,8,1.0,921.0,oracle_k8
1.5B,mbpp,mbpp-0067,test,judge,8,1.0,1215.0,judge_k8
1.5B,mbpp,mbpp-0067,test,seq,1,0.0,122.0,seq_r1
1.5B,mbpp,mbpp-0067,test,seq,2,1.0,298.0,seq_r2
1.5B,mbpp,mbpp-0067,test,seq,3,1.0,513.0,seq_r3
1.5B,mbpp,mbpp-0067,test,seq,4,1.0,728.0,seq_r4
1.5B,mbpp,mbpp-0067,test,long,2,1.0,156.0,long_m2
1.5B,mbpp,mbpp-0067,test,long,4,1.0,156.0,long_m4
1.5B,mbpp,mbpp-0067,test,debate,6,1.0,937.0,debate_a3r2
1.5B,mbpp,mbpp-0068,test,single,1,1.0,136.0,
1.5B,mbpp,mbpp-0068,test,prog,4,1.0,453.0,prog_k4
1.5B,mbpp,mbpp-0068,test,oracle,4,1.0,453.0,oracle_k4
1.5B,mbpp,mbpp-0068,test,judge,4,1.0,743.5,judge_k4
1.5B,mbpp,mbpp-0068,test,prog,8,1.0,862.0,prog_k8
1.5B,mbpp,mbpp-0068,test,oracle,8,1.0,862.0,oracle_k8
1.5B,mbpp,mbpp-0068,test,judge,8,1.0,1302.0,judge_k8
1.5B,mbpp,mbpp-0068,test,seq,1,1.0,136.0,seq_r1
1.5B,mbpp,mbpp-0068,test,seq,2,0.0,375.0,seq_r2
1.5B,mbpp,mbpp-0068,test,seq,3,1.0,619.0,seq_r3
1.5B,mbpp,mbpp-0068,test,seq,4,0.0,863.0,seq_r4
1.5B,mbpp,mbpp-0068,test,long,2,0.0,200.0,long_m2
1.5B,mbpp,mbpp-0068,test,long,4,0.0,200.0,long_m4
1.5B,mbpp,mbpp-0068,test,debate,6,1.0,1060.0,debate_a3r2
1.5B,mbpp,mbpp-0069,test,single,1,0.0,94.0,
1.5B,mbpp,mbpp-0069,test,prog,4,0.0,396.5,prog_k4
1.5B,mbpp,mbpp-0069,test,oracle,4,0.0,396.5,oracle_k4
1.5B,mbpp,mbpp-0069,test,judge,4,0.0,624.0,judge_k4
1.5B,mbpp,mbpp-0069,test,prog,8,0.0,772.0,prog_k8
1.5B,mbpp,mbpp-0069,test,oracle,8,0.0,772.0,oracle_k8
1.5B,mbpp,mbpp-0069,test,judge,8,0.0,1107.0,judge_k8
1.5B,mbpp,mbpp-0069,test,seq,1,0.0,94.0,seq_r1
1.5B,mbpp,mbpp-0069,test,seq,2,1.0,450.0,seq_r2
1.5B,mbpp,mbpp-0069,test,seq,3,1.0,830.0,seq_r3
1.5B,mbpp,mbpp-0069,test,seq,4,0.0,1080.0,seq_r4
1.5B,mbpp,mbpp-0069,test,long,2,1.0,206.0,long_m2
1.5B,mbpp,mbpp-0069,test,long,4,1.0,206.0,long_m4
1.5B,mbpp,mbpp-0069,test,debate,6,0.0,709.0,debate_a3r2
1.5B,mbpp,mbpp-0070,test,single,1,0.0,261.0,
1.5B,mbpp,mbpp-0070,test,prog,4,0.0,829.5,prog_k4
1.5B,mbpp,mbpp-0070,test,oracle,4,0.0,829.5,oracle_k4
1.5B,mbpp,mbpp-0070,test,judge,4,0.0,1338.5,judge_k4
1.5B,mbpp,mbpp-0070,test,prog,8,0.0,1613.0,prog_k8
1.5B,mbpp,mbpp-0070,test,oracle,8,0.0,1613.0,oracle_k8
1.5B,mbpp,mbpp-0070,test,judge,8,0.0,2437.0,judge_k8
1.5B,mbpp,mbpp-0070,test,seq,1,0.0,261.0,seq_r1
1.5B,mbpp,mbpp-0070,test,seq,2,0.0,692.0,seq_r2
1.5B,mbpp,mbpp-0070,test,seq,3,0.0,1123.0,seq_r3
1.5B,mbpp,mbpp-0070,test,seq,4,0.0,1554.0,seq_r4
1.5B,mbpp,mbpp-0070,test,long,2,0.0,210.0,long_m2
1.5B,mbpp,mbpp-0070,test,long,4,0.0,210.0,long_m4
1.5B,mbpp,mbpp-0070,test,debate,6,0.0,2039.0,debate_a3r2
1.5B,mbpp,mbpp-0071,test,single,1,0.0,106.0,
1.5B,mbpp,mbpp-0071,test,prog,4,0.0,464.0,prog_k4
1.5B,mbpp,mbpp-0071,test,oracle,4,0.0,464.0,oracle_k4
1.5B,mbpp,mbpp-0071,test,judge,4,0.0,767.5,judge_k4
1.5B,mbpp,mbpp-0071,test,prog,8,0.0,909.0,prog_k8
1.5B,mbpp,mbpp-0071,test,oracle,8,0.0,909.0,oracle_k8
1.5B,mbpp,mbpp-0071,test,judge,8,0.0,1399.0,judge_k8
1.5B,mbpp,mbpp-0071,test,seq,1,0.0,106.0,seq_r1
1.5B,mbpp,mbpp-0071,test,seq,2,0.0,344.0,seq_r2
1.5B,mbpp,mbpp-0071,test,seq,3,0.0,589.0,seq_r3
1.5B,mbpp,mbpp-0071,test,seq,4,0.0,788.0,seq_r4
1.5B,mbpp,mbpp-0071,test,long,2,0.0,241.0,long_m2
1.5B,mbpp,mbpp-0071,test,long,4,0.0,241.0,long_m4
1.5B,mbpp,mbpp-0071,test,debate,6,0.0,904.0,debate_a3r2
1.5B,mbpp,mbpp-0072,test,single,1,0.0,142.0,
1.5B,mbpp,mbpp-0072,test,prog,4,1.0,620.5,prog_k4
1.5B,mbpp,mbpp-0072,test,oracle,4,1.0,620.5,oracle_k4
1.5B,mbpp,mbpp-0072,test,judge,4,0.5,937.5,judge_k4
1.5B,mbpp,mbpp-0072,test,prog,8,1.0,1247.0,prog_k8
1.5B,mbpp,mbpp-0072,test,oracle,8,1.0,1247.0,oracle_k8
1.5B,mbpp,mbpp-0072,test,judge,8,1.0,1746.0,judge_k8
1.5B,mbpp,mbpp-0072,test,seq,1,0.0,142.0,seq_r1
1.5B,mbpp,mbpp-0072,test,seq,2,0.0,343.0,seq_r2
1.5B,mbpp,mbpp-0072,test,seq,3,0.0,546.0,seq_r3
